POS,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,W,L,SV,G.1,GS,IP,K/9,BB/9,HR/9,BABIP.1,LOB%,GB%,ERA,FIP,WAR.1,Draft_POS
Batter,Travis d'Arnaud,LAA,43.0,173,6.0,17.0,19.0,1.0,6.30%,28.50%,0.156,0.274,0.216,0.274,0.372,0.282,78.0,-0.5,-5.0,2.6,0.3,,,,,,,,,,,,,,,,Util
Batter,Esteury Ruiz,MIA,26.0,107,2.0,13.0,11.0,8.0,8.20%,22.70%,0.135,0.302,0.244,0.318,0.378,0.307,95.0,0.6,-0.1,-0.5,0.3,,,,,,,,,,,,,,,,Util
Batter,Nathaniel Lowe,CIN,58.0,247,8.0,28.0,29.0,1.0,11.10%,24.50%,0.163,0.299,0.245,0.332,0.408,0.324,102.0,-0.8,-0.1,-5.2,0.3,,,,,,,,,,,,,,,,Util
Batter,Masataka Yoshida,BOS,40.0,169,5.0,20.0,20.0,1.0,6.70%,13.90%,0.151,0.302,0.279,0.337,0.43,0.334,111.0,-0.4,1.7,-4.6,0.3,,,,,,,,,,,,,,,,Util
Batter,Nick Yorke,PIT,36.0,143,3.0,15.0,14.0,3.0,7.10%,21.70%,0.117,0.314,0.255,0.312,0.372,0.3,89.0,0.0,-1.8,0.0,0.3,,,,,,,,,,,,,,,,Util
Batter,Nick Allen,HOU,34.0,129,1.0,13.0,11.0,3.0,8.00%,19.80%,0.087,0.287,0.235,0.3,0.322,0.278,77.0,0.1,-3.5,1.9,0.3,,,,,,,,,,,,,,,,Util
Batter,Colby Thomas,ATH,36.0,151,6.0,17.0,19.0,2.0,5.60%,30.00%,0.183,0.309,0.239,0.29,0.421,0.307,93.0,-0.1,-1.3,-1.1,0.3,,,,,,,,,,,,,,,,Util
Batter,Jake Bauers,MIL,60.0,244,9.0,28.0,28.0,6.0,12.10%,30.30%,0.176,0.28,0.214,0.315,0.391,0.31,99.0,-0.4,-0.7,-4.6,0.3,,,,,,,,,,,,,,,,Util
Batter,Dane Myers,CIN,50.0,201,5.0,22.0,21.0,7.0,7.20%,25.70%,0.131,0.31,0.244,0.306,0.375,0.299,86.0,0.2,-3.2,-0.7,0.3,,,,,,,,,,,,,,,,Util
Batter,Orlando Arcia,MIN,30.0,119,3.0,12.0,13.0,1.0,7.10%,20.90%,0.138,0.272,0.233,0.291,0.371,0.289,83.0,-0.1,-2.5,1.1,0.3,,,,,,,,,,,,,,,,Util
Batter,Ryan Waldschmidt,ARI,26.0,104,2.0,12.0,10.0,2.0,11.30%,22.30%,0.131,0.307,0.247,0.341,0.378,0.32,103.0,0.0,0.4,-1.2,0.3,,,,,,,,,,,,,,,,Util
Batter,Starling Marte,KCR,46.0,195,5.0,22.0,21.0,5.0,6.30%,21.00%,0.135,0.326,0.271,0.327,0.405,0.32,102.0,0.0,0.4,-4.5,0.3,,,,,,,,,,,,,,,,Util
Batter,Ryan Bliss,SEA,28.0,112,3.0,12.0,11.0,6.0,8.40%,26.30%,0.135,0.282,0.22,0.293,0.355,0.286,88.0,0.2,-1.3,0.1,0.3,,,,,,,,,,,,,,,,Util
Batter,Jonah Heim,ATL,26.0,105,3.0,11.0,12.0,1.0,7.40%,19.80%,0.141,0.261,0.23,0.29,0.371,0.289,83.0,-0.3,-2.4,1.7,0.3,,,,,,,,,,,,,,,,Util
Batter,Zach Cole,HOU,61.0,246,8.0,27.0,27.0,6.0,8.30%,37.70%,0.17,0.32,0.213,0.286,0.383,0.291,86.0,0.1,-4.1,-1.8,0.3,,,,,,,,,,,,,,,,Util
Batter,Tyrone Taylor,NYM,53.0,211,5.0,23.0,22.0,5.0,5.40%,22.60%,0.143,0.281,0.233,0.286,0.376,0.288,86.0,0.6,-2.9,-1.6,0.3,,,,,,,,,,,,,,,,Util
Batter,Daniel Susac,SFG,21.0,85,2.0,8.0,9.0,1.0,5.60%,27.50%,0.13,0.3,0.231,0.281,0.361,0.281,80.0,-0.1,-2.0,1.7,0.3,,,,,,,,,,,,,,,,Util
Batter,Daniel Schneemann,CLE,43.0,177,4.0,18.0,17.0,3.0,9.90%,27.50%,0.134,0.282,0.216,0.298,0.35,0.287,84.0,-0.2,-3.6,0.0,0.3,,,,,,,,,,,,,,,,Util
Batter,Kristian Campbell,BOS,22.0,89,2.0,10.0,9.0,1.0,9.90%,25.60%,0.139,0.322,0.249,0.334,0.388,0.319,100.0,-0.1,0.0,-0.5,0.3,,,,,,,,,,,,,,,,Util
Batter,Santiago Espinal,LAD,35.0,143,2.0,15.0,14.0,2.0,6.60%,13.70%,0.099,0.287,0.258,0.311,0.356,0.294,88.0,0.0,-2.1,-0.2,0.3,,,,,,,,,,,,,,,,Util
Batter,Robert Hassell III,WSN,46.0,179,4.0,18.0,17.0,4.0,7.30%,23.50%,0.114,0.304,0.243,0.302,0.357,0.29,84.0,0.1,-3.3,-0.2,0.3,,,,,,,,,,,,,,,,Util
Batter,Johan Rojas,PHI,28.0,108,2.0,12.0,10.0,6.0,5.70%,21.10%,0.11,0.302,0.247,0.295,0.357,0.286,80.0,0.6,-2.0,0.9,0.3,,,,,,,,,,,,,,,,Util
Batter,Everson Pereira,CHW,44.0,177,7.0,19.0,20.0,3.0,8.00%,32.10%,0.168,0.293,0.22,0.29,0.387,0.296,88.0,-0.1,-2.5,-1.1,0.3,,,,,,,,,,,,,,,,Util
Batter,Andrés Chaparro,WSN,55.0,235,8.0,26.0,29.0,1.0,8.50%,24.00%,0.175,0.28,0.236,0.307,0.411,0.312,99.0,-0.4,-0.6,-4.7,0.3,,,,,,,,,,,,,,,,Util
Batter,Oswaldo Cabrera,NYY,34.0,132,4.0,15.0,15.0,2.0,8.00%,20.20%,0.147,0.281,0.243,0.309,0.39,0.306,97.0,-0.1,-0.6,-1.5,0.3,,,,,,,,,,,,,,,,Util
Batter,Jett Williams,MIL,29.0,117,2.0,12.0,11.0,3.0,10.20%,26.50%,0.13,0.284,0.216,0.303,0.347,0.289,84.0,0.1,-2.1,0.7,0.3,,,,,,,,,,,,,,,,Util
Batter,Taylor Walls,TBR,51.0,199,3.0,20.0,17.0,9.0,10.30%,24.20%,0.112,0.27,0.211,0.295,0.323,0.277,75.0,0.6,-5.4,1.0,0.3,,,,,,,,,,,,,,,,Util
Batter,Jesus Rodriguez,SFG,13.0,52,1.0,5.0,5.0,1.0,8.80%,17.00%,0.105,0.302,0.258,0.329,0.364,0.306,98.0,0.0,-0.2,0.9,0.2,,,,,,,,,,,,,,,,Util
Batter,Randal Grichuk,NYY,28.0,116,5.0,14.0,15.0,1.0,6.10%,21.20%,0.185,0.278,0.247,0.3,0.432,0.315,103.0,-0.1,0.3,-1.8,0.2,,,,,,,,,,,,,,,,Util
Batter,Isiah Kiner-Falefa,BOS,39.0,153,2.0,16.0,14.0,4.0,4.80%,16.60%,0.09,0.303,0.259,0.302,0.349,0.287,78.0,0.4,-3.6,0.8,0.2,,,,,,,,,,,,,,,,Util
Batter,Ronny Mauricio,NYM,29.0,118,4.0,14.0,14.0,3.0,6.80%,24.20%,0.164,0.294,0.245,0.301,0.41,0.306,98.0,0.0,-0.2,-1.4,0.2,,,,,,,,,,,,,,,,Util
Batter,Andy Ibáñez,ATH,44.0,188,4.0,21.0,19.0,3.0,6.90%,20.10%,0.129,0.293,0.247,0.306,0.376,0.299,88.0,-0.4,-3.2,-1.1,0.2,,,,,,,,,,,,,,,,Util
Batter,Alex Jackson,MIN,14.0,54,2.0,6.0,6.0,0.0,7.10%,31.20%,0.169,0.27,0.207,0.272,0.376,0.282,78.0,0.0,-1.4,1.1,0.2,,,,,,,,,,,,,,,,Util
Batter,Thairo Estrada,,31.0,128,3.0,13.0,14.0,2.0,4.40%,20.30%,0.132,0.286,0.245,0.287,0.377,0.289,83.0,0.0,-2.6,0.5,0.2,,,,,,,,,,,,,,,,Util
Batter,Andruw Monasterio,BOS,27.0,107,2.0,11.0,10.0,3.0,9.30%,22.70%,0.111,0.309,0.245,0.322,0.356,0.302,88.0,0.0,-1.5,-0.1,0.2,,,,,,,,,,,,,,,,Util
Batter,Ryan Mountcastle,BAL,37.0,156,5.0,18.0,20.0,1.0,6.20%,25.00%,0.167,0.308,0.253,0.304,0.42,0.313,102.0,-0.1,0.2,-3.4,0.2,,,,,,,,,,,,,,,,Util
Batter,Curtis Mead,CHW,21.0,87,2.0,9.0,9.0,1.0,6.70%,21.10%,0.133,0.3,0.249,0.311,0.382,0.304,94.0,0.0,-0.7,-0.2,0.2,,,,,,,,,,,,,,,,Util
Batter,Jahmai Jones,DET,31.0,134,4.0,16.0,14.0,3.0,10.70%,25.80%,0.164,0.301,0.237,0.329,0.401,0.321,105.0,0.0,0.8,-3.3,0.2,,,,,,,,,,,,,,,,Util
Batter,Luis Matos,SFG,18.0,73,3.0,8.0,9.0,1.0,6.20%,14.10%,0.172,0.262,0.252,0.304,0.423,0.314,103.0,0.0,0.3,-0.6,0.2,,,,,,,,,,,,,,,,Util
Batter,Justyn-Henry Malloy,TBR,29.0,123,3.0,14.0,12.0,1.0,13.30%,29.10%,0.138,0.311,0.226,0.339,0.365,0.316,101.0,-0.2,0.0,-2.2,0.2,,,,,,,,,,,,,,,,Util
Batter,Jon Berti,,26.0,102,2.0,11.0,9.0,5.0,7.10%,20.20%,0.101,0.309,0.254,0.313,0.355,0.295,87.0,0.4,-1.1,-0.3,0.2,,,,,,,,,,,,,,,,Util
Batter,Jorbit Vivas,WSN,41.0,157,2.0,16.0,14.0,3.0,10.30%,15.40%,0.105,0.268,0.235,0.328,0.34,0.3,91.0,-0.1,-1.8,-1.4,0.2,,,,,,,,,,,,,,,,Util
Batter,Anthony Santander,TOR,33.0,141,6.0,17.0,19.0,0.0,9.40%,23.10%,0.202,0.255,0.229,0.306,0.431,0.318,104.0,-0.4,0.3,-3.3,0.2,,,,,,,,,,,,,,,,Util
Batter,Hyeseong Kim,LAD,19.0,76,1.0,8.0,7.0,3.0,6.00%,19.90%,0.097,0.317,0.262,0.31,0.359,0.294,88.0,0.2,-0.9,0.3,0.2,,,,,,,,,,,,,,,,Util
Batter,Ty France,SDP,40.0,167,4.0,17.0,18.0,0.0,6.00%,18.90%,0.128,0.297,0.255,0.32,0.383,0.31,101.0,-0.4,-0.1,-3.6,0.2,,,,,,,,,,,,,,,,Util
Batter,Carlos Cortes,ATH,28.0,111,4.0,13.0,13.0,1.0,8.90%,21.70%,0.17,0.278,0.24,0.311,0.41,0.314,98.0,-0.2,-0.4,-1.6,0.2,,,,,,,,,,,,,,,,Util
Batter,Brett Harris,ATH,25.0,100,2.0,11.0,10.0,1.0,9.20%,21.70%,0.132,0.28,0.233,0.314,0.366,0.301,89.0,-0.1,-1.4,-0.2,0.2,,,,,,,,,,,,,,,,Util
Batter,Max Kepler,,29.0,120,4.0,13.0,14.0,1.0,8.90%,20.70%,0.163,0.272,0.238,0.312,0.4,0.31,98.0,-0.3,-0.6,-1.6,0.2,,,,,,,,,,,,,,,,Util
Batter,Carlos Santana,ARI,72.0,292,8.0,32.0,33.0,3.0,10.20%,19.10%,0.144,0.267,0.235,0.317,0.379,0.306,94.0,-1.0,-2.9,-5.0,0.2,,,,,,,,,,,,,,,,Util
Batter,Adael Amador,COL,20.0,78,2.0,9.0,8.0,3.0,9.80%,17.10%,0.135,0.285,0.25,0.33,0.385,0.316,88.0,0.0,-1.1,0.3,0.2,,,,,,,,,,,,,,,,Util
Batter,Nelson Velázquez,STL,32.0,132,5.0,15.0,16.0,2.0,8.60%,26.40%,0.183,0.267,0.223,0.295,0.406,0.305,96.0,0.1,-0.5,-2.2,0.2,,,,,,,,,,,,,,,,Util
Batter,Jacob Melton,TBR,32.0,127,4.0,14.0,13.0,6.0,7.70%,26.80%,0.147,0.283,0.223,0.287,0.37,0.288,82.0,0.4,-2.3,-0.4,0.2,,,,,,,,,,,,,,,,Util
Batter,Dylan Carlson,CHC,26.0,103,2.0,11.0,10.0,2.0,10.00%,23.90%,0.135,0.288,0.231,0.317,0.366,0.303,95.0,0.0,-0.7,-1.1,0.2,,,,,,,,,,,,,,,,Util
Batter,Sam Antonacci,CHW,13.0,54,1.0,6.0,5.0,2.0,9.90%,18.90%,0.095,0.295,0.242,0.336,0.337,0.302,93.0,0.1,-0.4,0.2,0.2,,,,,,,,,,,,,,,,Util
Batter,Ildemaro Vargas,ARI,22.0,88,1.0,9.0,9.0,1.0,5.80%,12.20%,0.115,0.284,0.261,0.308,0.376,0.299,90.0,-0.1,-1.2,-0.1,0.2,,,,,,,,,,,,,,,,Util
Batter,Jose Iglesias,,26.0,105,1.0,10.0,10.0,1.0,5.30%,16.80%,0.097,0.3,0.258,0.306,0.355,0.291,85.0,-0.2,-2.1,0.2,0.2,,,,,,,,,,,,,,,,Util
Batter,Wander Franco,TBR,6.0,23,1.0,3.0,3.0,1.0,8.30%,14.80%,0.179,0.291,0.27,0.336,0.449,0.339,117.0,0.1,0.5,0.3,0.2,,,,,,,,,,,,,,,,Util
Batter,Luis Urías,ARI,15.0,58,1.0,6.0,6.0,0.0,9.90%,18.70%,0.134,0.274,0.237,0.326,0.371,0.31,97.0,-0.1,-0.3,0.0,0.2,,,,,,,,,,,,,,,,Util
Batter,Joey Loperfido,HOU,82.0,342,9.0,36.0,37.0,6.0,6.80%,28.50%,0.145,0.305,0.232,0.293,0.377,0.292,86.0,-0.2,-5.7,-4.5,0.2,,,,,,,,,,,,,,,,Util
Batter,Dom Keegan,TBR,19.0,76,2.0,7.0,7.0,0.0,7.80%,28.80%,0.126,0.285,0.214,0.281,0.34,0.274,73.0,-0.1,-2.5,1.6,0.2,,,,,,,,,,,,,,,,Util
Batter,Tim Tawa,ARI,28.0,110,3.0,12.0,12.0,2.0,8.00%,25.20%,0.152,0.283,0.229,0.296,0.382,0.297,88.0,0.0,-1.6,-0.5,0.2,,,,,,,,,,,,,,,,Util
Batter,Enrique Hernández,LAD,34.0,135,4.0,14.0,15.0,1.0,6.80%,23.00%,0.148,0.274,0.231,0.286,0.379,0.29,85.0,0.0,-2.5,-0.4,0.2,,,,,,,,,,,,,,,,Util
Batter,Jurickson Profar,ATL,12.0,56,2.0,7.0,6.0,1.0,11.20%,16.90%,0.155,0.282,0.253,0.347,0.408,0.332,113.0,-0.1,0.8,-1.1,0.2,,,,,,,,,,,,,,,,Util
Batter,Will Wagner,SDP,15.0,61,1.0,6.0,6.0,1.0,10.00%,17.50%,0.115,0.302,0.258,0.336,0.373,0.315,105.0,-0.1,0.2,-0.7,0.2,,,,,,,,,,,,,,,,Util
Batter,Bryan Torres,STL,13.0,51,1.0,5.0,4.0,2.0,11.00%,18.20%,0.087,0.317,0.262,0.345,0.348,0.311,101.0,0.0,0.0,-0.2,0.2,,,,,,,,,,,,,,,,Util
Batter,Alejandro Osuna,TEX,14.0,57,1.0,6.0,6.0,2.0,9.40%,21.30%,0.136,0.301,0.249,0.33,0.386,0.315,103.0,0.0,0.2,-0.7,0.2,,,,,,,,,,,,,,,,Util
Batter,Johnathan Rodríguez,CLE,17.0,71,2.0,8.0,8.0,0.0,8.70%,28.80%,0.168,0.32,0.246,0.316,0.414,0.317,104.0,-0.1,0.2,-1.3,0.1,,,,,,,,,,,,,,,,Util
Batter,Emmanuel Rodriguez,MIN,14.0,57,1.0,6.0,5.0,1.0,14.50%,34.10%,0.142,0.317,0.211,0.332,0.352,0.308,96.0,0.0,-0.3,-0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Tyler Austin,CHC,31.0,125,5.0,15.0,16.0,1.0,7.90%,22.60%,0.188,0.284,0.247,0.309,0.435,0.318,105.0,-0.3,0.5,-3.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Derek Hill,CHW,26.0,103,3.0,10.0,11.0,3.0,6.20%,28.30%,0.135,0.313,0.238,0.292,0.373,0.291,85.0,0.1,-1.8,-0.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Mike Tauchman,NYM,21.0,92,2.0,11.0,8.0,1.0,12.00%,23.80%,0.129,0.294,0.234,0.333,0.362,0.311,102.0,-0.3,-0.1,-1.6,0.1,,,,,,,,,,,,,,,,Util
Batter,Jace Jung,DET,15.0,63,2.0,7.0,6.0,0.0,11.80%,27.40%,0.138,0.284,0.216,0.313,0.354,0.298,89.0,-0.1,-0.9,0.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Tommy Pham,NYM,36.0,156,4.0,18.0,16.0,2.0,9.00%,23.10%,0.138,0.301,0.245,0.316,0.383,0.306,95.0,-0.4,-1.3,-2.6,0.1,,,,,,,,,,,,,,,,Util
Batter,Enmanuel Valdez,PIT,12.0,48,2.0,5.0,6.0,0.0,9.30%,22.80%,0.177,0.273,0.234,0.31,0.412,0.314,99.0,-0.1,-0.1,-0.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Tommy Troy,ARI,12.0,50,1.0,5.0,5.0,1.0,8.30%,20.60%,0.118,0.3,0.246,0.315,0.364,0.3,90.0,0.0,-0.6,0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Braxton Fulford,COL,20.0,81,2.0,9.0,9.0,1.0,7.40%,27.10%,0.16,0.308,0.24,0.308,0.4,0.309,84.0,0.0,-1.6,1.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Tristan Gray,MIN,35.0,140,4.0,14.0,15.0,1.0,6.60%,28.90%,0.157,0.279,0.218,0.275,0.375,0.282,78.0,-0.2,-3.8,0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Brice Matthews,HOU,15.0,59,2.0,7.0,6.0,2.0,9.30%,32.10%,0.155,0.299,0.217,0.298,0.372,0.295,88.0,0.1,-0.7,-0.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Gio Urshela,,18.0,70,1.0,7.0,7.0,0.0,6.00%,19.00%,0.118,0.303,0.258,0.305,0.376,0.297,89.0,-0.1,-1.1,-0.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Otto Kemp,PHI,44.0,176,5.0,19.0,19.0,3.0,7.20%,29.00%,0.155,0.302,0.229,0.304,0.385,0.302,91.0,-0.2,-2.1,-2.5,0.1,,,,,,,,,,,,,,,,Util
Batter,Jonah Bride,TEX,15.0,62,1.0,7.0,6.0,0.0,11.90%,24.30%,0.127,0.278,0.221,0.322,0.347,0.3,92.0,-0.1,-0.7,-0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Andrew Knizner,,11.0,41,1.0,4.0,4.0,0.0,7.40%,22.80%,0.115,0.268,0.219,0.289,0.334,0.277,82.0,-0.1,-0.9,0.7,0.1,,,,,,,,,,,,,,,,Util
Batter,Zach Dezenzo,HOU,26.0,103,3.0,11.0,12.0,1.0,7.70%,29.50%,0.155,0.311,0.236,0.3,0.391,0.302,93.0,-0.1,-0.9,-1.5,0.1,,,,,,,,,,,,,,,,Util
Batter,Jorge Mateo,ATL,34.0,136,3.0,15.0,14.0,10.0,5.70%,25.40%,0.129,0.286,0.226,0.274,0.355,0.275,73.0,1.0,-3.2,-0.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Aidan Miller,PHI,12.0,47,1.0,5.0,4.0,2.0,10.30%,26.40%,0.123,0.29,0.221,0.309,0.344,0.292,84.0,0.1,-0.8,0.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Michael Conforto,CHC,31.0,123,4.0,14.0,13.0,1.0,10.10%,25.10%,0.157,0.28,0.228,0.314,0.384,0.308,98.0,-0.2,-0.5,-2.5,0.1,,,,,,,,,,,,,,,,Util
Batter,Walker Jenkins,MIN,11.0,46,1.0,5.0,5.0,1.0,9.70%,23.40%,0.127,0.302,0.24,0.321,0.366,0.305,94.0,0.0,-0.3,-0.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Max Schuemann,NYY,15.0,58,1.0,6.0,5.0,1.0,10.20%,23.80%,0.105,0.282,0.221,0.311,0.325,0.286,83.0,0.0,-1.1,0.3,0.1,,,,,,,,,,,,,,,,Util
Batter,Leo De Vries,ATH,11.0,43,1.0,5.0,4.0,1.0,8.80%,24.00%,0.137,0.282,0.226,0.301,0.363,0.292,83.0,0.0,-0.9,0.5,0.1,,,,,,,,,,,,,,,,Util
Batter,Nick Castellanos,SDP,90.0,376,12.0,40.0,46.0,3.0,5.70%,23.80%,0.16,0.296,0.247,0.295,0.407,0.304,97.0,-1.0,-2.2,-9.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Drew Gilbert,SFG,18.0,71,2.0,8.0,7.0,1.0,8.30%,20.50%,0.149,0.268,0.23,0.304,0.379,0.3,93.0,0.0,-0.6,-0.7,0.1,,,,,,,,,,,,,,,,Util
Batter,Tyler Locklear,ARI,36.0,144,4.0,16.0,16.0,3.0,8.60%,27.40%,0.154,0.311,0.24,0.317,0.393,0.311,98.0,0.0,-0.4,-3.3,0.1,,,,,,,,,,,,,,,,Util
Batter,Jack Suwinski,LAD,11.0,43,2.0,5.0,5.0,1.0,11.00%,31.90%,0.193,0.268,0.208,0.303,0.401,0.307,96.0,0.0,-0.2,-0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Brandon Lockridge,MIL,33.0,133,2.0,14.0,12.0,6.0,8.30%,26.50%,0.098,0.318,0.236,0.305,0.334,0.284,81.0,0.4,-2.6,-0.8,0.1,,,,,,,,,,,,,,,,Util
Batter,Brock Wilken,MIL,13.0,54,2.0,6.0,6.0,0.0,11.90%,31.60%,0.157,0.263,0.196,0.298,0.353,0.29,85.0,-0.1,-1.0,0.2,0.1,,,,,,,,,,,,,,,,Util
Batter,César Salazar,HOU,11.0,43,1.0,4.0,4.0,0.0,9.10%,22.00%,0.113,0.249,0.204,0.295,0.317,0.276,75.0,-0.1,-1.3,0.6,0.1,,,,,,,,,,,,,,,,Util
Batter,Gabriel Gonzalez,MIN,12.0,48,1.0,5.0,5.0,0.0,6.70%,18.50%,0.137,0.304,0.261,0.319,0.399,0.314,100.0,0.0,-0.1,-0.6,0.1,,,,,,,,,,,,,,,,Util
Batter,Eric Wagaman,MIN,29.0,119,3.0,13.0,13.0,1.0,6.50%,20.40%,0.148,0.298,0.253,0.305,0.401,0.307,95.0,-0.2,-0.9,-2.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Miles Mastrobuoni,SEA,10.0,39,0.0,4.0,3.0,1.0,10.00%,20.20%,0.092,0.297,0.241,0.319,0.333,0.292,92.0,0.0,-0.3,0.0,0.1,,,,,,,,,,,,,,,,Util
Batter,Christian Koss,SFG,21.0,83,1.0,8.0,8.0,2.0,4.90%,23.00%,0.117,0.302,0.243,0.289,0.36,0.284,82.0,0.0,-1.7,-0.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Ben Rortvedt,NYM,12.0,48,1.0,5.0,4.0,0.0,9.50%,26.40%,0.107,0.267,0.205,0.289,0.312,0.271,75.0,-0.1,-1.5,0.8,0.1,,,,,,,,,,,,,,,,Util
Batter,David Fry,CLE,44.0,184,6.0,20.0,21.0,2.0,8.40%,26.80%,0.162,0.279,0.224,0.3,0.386,0.299,92.0,-0.3,-2.1,-3.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Samad Taylor,SDP,11.0,46,1.0,5.0,4.0,2.0,8.90%,25.10%,0.113,0.3,0.233,0.306,0.345,0.289,87.0,0.1,-0.6,0.0,0.1,,,,,,,,,,,,,,,,Util
Batter,Austin Slater,MIA,27.0,113,3.0,12.0,11.0,1.0,10.00%,29.00%,0.129,0.316,0.232,0.315,0.361,0.3,90.0,-0.1,-1.4,-1.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Rafael Flores Jr.,PIT,13.0,50,1.0,5.0,5.0,0.0,8.10%,27.70%,0.137,0.307,0.235,0.302,0.372,0.296,86.0,-0.1,-0.9,0.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Josh Rojas,KCR,14.0,57,1.0,6.0,5.0,1.0,9.00%,21.40%,0.114,0.299,0.243,0.314,0.357,0.297,86.0,-0.1,-1.0,0.0,0.1,,,,,,,,,,,,,,,,Util
Batter,Mickey Gasper,BOS,6.0,25,1.0,3.0,3.0,0.0,10.50%,19.40%,0.137,0.282,0.24,0.331,0.378,0.314,97.0,0.0,-0.1,0.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Tom Murphy,,14.0,56,2.0,6.0,6.0,1.0,8.00%,27.80%,0.152,0.281,0.221,0.289,0.373,0.29,84.0,-0.1,-1.1,0.7,0.1,,,,,,,,,,,,,,,,Util
Batter,Tyler Fitzgerald,SFG,14.0,56,1.0,6.0,6.0,2.0,6.30%,29.20%,0.142,0.298,0.226,0.282,0.368,0.284,83.0,0.1,-1.0,0.0,0.1,,,,,,,,,,,,,,,,Util
Batter,Jhonkensy Noel,BAL,15.0,61,3.0,7.0,8.0,0.0,5.90%,27.10%,0.208,0.271,0.232,0.286,0.44,0.312,101.0,-0.1,0.0,-1.2,0.1,,,,,,,,,,,,,,,,Util
Batter,Maximo Acosta,MIA,17.0,68,1.0,7.0,7.0,3.0,7.20%,24.90%,0.125,0.286,0.227,0.289,0.353,0.283,78.0,0.1,-1.7,0.3,0.1,,,,,,,,,,,,,,,,Util
Batter,LaMonte Wade Jr.,,21.0,90,2.0,10.0,9.0,1.0,12.90%,22.70%,0.144,0.279,0.23,0.336,0.374,0.315,101.0,-0.4,-0.3,-2.0,0.1,,,,,,,,,,,,,,,,Util
Batter,Will Brennan,SFG,30.0,125,2.0,13.0,12.0,2.0,5.30%,14.50%,0.114,0.295,0.263,0.308,0.377,0.299,93.0,-0.1,-1.2,-2.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Andrew McCutchen,TEX,42.0,187,5.0,22.0,19.0,1.0,11.30%,24.40%,0.145,0.286,0.231,0.324,0.376,0.308,98.0,-0.8,-1.2,-4.5,0.1,,,,,,,,,,,,,,,,Util
Batter,Dylan Moore,PHI,24.0,99,3.0,11.0,10.0,5.0,10.10%,29.00%,0.153,0.271,0.207,0.299,0.361,0.292,84.0,0.3,-1.6,-0.9,0.1,,,,,,,,,,,,,,,,Util
Batter,Abimelec Ortiz,WSN,41.0,167,6.0,19.0,19.0,1.0,8.30%,24.70%,0.171,0.274,0.23,0.3,0.401,0.305,95.0,-0.2,-1.3,-3.5,0.1,,,,,,,,,,,,,,,,Util
Batter,Jose Miranda,SDP,15.0,61,2.0,6.0,7.0,0.0,5.70%,19.10%,0.14,0.276,0.242,0.291,0.382,0.293,90.0,0.0,-0.7,-0.5,0.1,,,,,,,,,,,,,,,,Util
Batter,Jose Siri,LAA,17.0,68,3.0,7.0,8.0,2.0,6.60%,36.30%,0.169,0.285,0.203,0.263,0.372,0.277,74.0,0.1,-1.9,0.4,0.1,,,,,,,,,,,,,,,,Util
Batter,Weston Wilson,BAL,9.0,35,1.0,4.0,4.0,1.0,9.50%,27.60%,0.154,0.28,0.221,0.299,0.375,0.296,90.0,0.0,-0.4,0.0,0.1,,,,,,,,,,,,,,,,Util
Batter,Michael Stefanic,ATH,6.0,23,0.0,3.0,2.0,0.0,10.30%,13.90%,0.086,0.303,0.265,0.353,0.351,0.316,100.0,0.0,0.0,0.0,0.1,,,,,,,,,,,,,,,,Util
Batter,Denzer Guzman,LAA,11.0,44,1.0,4.0,4.0,1.0,7.50%,29.80%,0.123,0.289,0.213,0.277,0.336,0.271,70.0,0.0,-1.6,0.8,0.1,,,,,,,,,,,,,,,,Util
Batter,César Prieto,STL,11.0,47,1.0,5.0,4.0,1.0,4.60%,15.40%,0.107,0.287,0.253,0.295,0.361,0.287,84.0,-0.1,-0.9,0.1,0.1,,,,,,,,,,,,,,,,Util
Batter,Heston Kjerstad,BAL,18.0,73,2.0,8.0,8.0,0.0,6.80%,26.30%,0.16,0.29,0.233,0.297,0.393,0.3,93.0,-0.1,-0.7,-1.1,0.1,,,,,,,,,,,,,,,,Util
