POS,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,ERA,FIP,WAR
Batter,Enrique Hernández,LAD,34,135,4,14,15,1,6.80%,23.00%,0.148,0.274,0.231,0.286,0.379,0.29,85,0,-2.5,-0.4,0.2,,,,,,,,,,,,,,,
Batter,Jurickson Profar,ATL,12,56,2,7,6,1,11.20%,16.90%,0.155,0.282,0.253,0.347,0.408,0.332,113,-0.1,0.8,-1.1,0.2,,,,,,,,,,,,,,,
Batter,Will Wagner,SDP,15,61,1,6,6,1,10.00%,17.50%,0.115,0.302,0.258,0.336,0.373,0.315,105,-0.1,0.2,-0.7,0.2,,,,,,,,,,,,,,,
Batter,Bryan Torres,STL,13,51,1,5,4,2,11.00%,18.20%,0.087,0.317,0.262,0.345,0.348,0.311,101,0,0,-0.2,0.2,,,,,,,,,,,,,,,
Batter,Alejandro Osuna,TEX,14,57,1,6,6,2,9.40%,21.30%,0.136,0.301,0.249,0.33,0.386,0.315,103,0,0.2,-0.7,0.2,,,,,,,,,,,,,,,
Batter,Johnathan Rodríguez,CLE,17,71,2,8,8,0,8.70%,28.80%,0.168,0.32,0.246,0.316,0.414,0.317,104,-0.1,0.2,-1.3,0.1,,,,,,,,,,,,,,,
Batter,Emmanuel Rodriguez,MIN,14,57,1,6,5,1,14.50%,34.10%,0.142,0.317,0.211,0.332,0.352,0.308,96,0,-0.3,-0.2,0.1,,,,,,,,,,,,,,,
Batter,Tyler Austin,CHC,31,125,5,15,16,1,7.90%,22.60%,0.188,0.284,0.247,0.309,0.435,0.318,105,-0.3,0.5,-3.2,0.1,,,,,,,,,,,,,,,
Batter,Derek Hill,CHW,26,103,3,10,11,3,6.20%,28.30%,0.135,0.313,0.238,0.292,0.373,0.291,85,0.1,-1.8,-0.4,0.1,,,,,,,,,,,,,,,
Batter,Mike Tauchman,NYM,21,92,2,11,8,1,12.00%,23.80%,0.129,0.294,0.234,0.333,0.362,0.311,102,-0.3,-0.1,-1.6,0.1,,,,,,,,,,,,,,,
Batter,Jace Jung,DET,15,63,2,7,6,0,11.80%,27.40%,0.138,0.284,0.216,0.313,0.354,0.298,89,-0.1,-0.9,0.1,0.1,,,,,,,,,,,,,,,
Batter,Tommy Pham,NYM,36,156,4,18,16,2,9.00%,23.10%,0.138,0.301,0.245,0.316,0.383,0.306,95,-0.4,-1.3,-2.6,0.1,,,,,,,,,,,,,,,
Batter,Enmanuel Valdez,PIT,12,48,2,5,6,0,9.30%,22.80%,0.177,0.273,0.234,0.31,0.412,0.314,99,-0.1,-0.1,-0.1,0.1,,,,,,,,,,,,,,,
Batter,Tommy Troy,ARI,12,50,1,5,5,1,8.30%,20.60%,0.118,0.3,0.246,0.315,0.364,0.3,90,0,-0.6,0.2,0.1,,,,,,,,,,,,,,,
Batter,Braxton Fulford,COL,20,81,2,9,9,1,7.40%,27.10%,0.16,0.308,0.24,0.308,0.4,0.309,84,0,-1.6,1.4,0.1,,,,,,,,,,,,,,,
Batter,Tristan Gray,MIN,35,140,4,14,15,1,6.60%,28.90%,0.157,0.279,0.218,0.275,0.375,0.282,78,-0.2,-3.8,0.2,0.1,,,,,,,,,,,,,,,
Batter,Brice Matthews,HOU,15,59,2,7,6,2,9.30%,32.10%,0.155,0.299,0.217,0.298,0.372,0.295,88,0.1,-0.7,-0.1,0.1,,,,,,,,,,,,,,,
Batter,Gio Urshela,,18,70,1,7,7,0,6.00%,19.00%,0.118,0.303,0.258,0.305,0.376,0.297,89,-0.1,-1.1,-0.1,0.1,,,,,,,,,,,,,,,
Batter,Otto Kemp,PHI,44,176,5,19,19,3,7.20%,29.00%,0.155,0.302,0.229,0.304,0.385,0.302,91,-0.2,-2.1,-2.5,0.1,,,,,,,,,,,,,,,
Batter,Jonah Bride,TEX,15,62,1,7,6,0,11.90%,24.30%,0.127,0.278,0.221,0.322,0.347,0.3,92,-0.1,-0.7,-0.2,0.1,,,,,,,,,,,,,,,
Batter,Andrew Knizner,,11,41,1,4,4,0,7.40%,22.80%,0.115,0.268,0.219,0.289,0.334,0.277,82,-0.1,-0.9,0.7,0.1,,,,,,,,,,,,,,,
Batter,Zach Dezenzo,HOU,26,103,3,11,12,1,7.70%,29.50%,0.155,0.311,0.236,0.3,0.391,0.302,93,-0.1,-0.9,-1.5,0.1,,,,,,,,,,,,,,,
Batter,Jorge Mateo,ATL,34,136,3,15,14,10,5.70%,25.40%,0.129,0.286,0.226,0.274,0.355,0.275,73,1,-3.2,-0.1,0.1,,,,,,,,,,,,,,,
Batter,Aidan Miller,PHI,12,47,1,5,4,2,10.30%,26.40%,0.123,0.29,0.221,0.309,0.344,0.292,84,0.1,-0.8,0.4,0.1,,,,,,,,,,,,,,,
Batter,Michael Conforto,CHC,31,123,4,14,13,1,10.10%,25.10%,0.157,0.28,0.228,0.314,0.384,0.308,98,-0.2,-0.5,-2.5,0.1,,,,,,,,,,,,,,,
Batter,Walker Jenkins,MIN,11,46,1,5,5,1,9.70%,23.40%,0.127,0.302,0.24,0.321,0.366,0.305,94,0,-0.3,-0.1,0.1,,,,,,,,,,,,,,,
Batter,Max Schuemann,NYY,15,58,1,6,5,1,10.20%,23.80%,0.105,0.282,0.221,0.311,0.325,0.286,83,0,-1.1,0.3,0.1,,,,,,,,,,,,,,,
Batter,Leo De Vries,ATH,11,43,1,5,4,1,8.80%,24.00%,0.137,0.282,0.226,0.301,0.363,0.292,83,0,-0.9,0.5,0.1,,,,,,,,,,,,,,,
Batter,Nick Castellanos,SDP,90,376,12,40,46,3,5.70%,23.80%,0.16,0.296,0.247,0.295,0.407,0.304,97,-1,-2.2,-9.2,0.1,,,,,,,,,,,,,,,
Batter,Drew Gilbert,SFG,18,71,2,8,7,1,8.30%,20.50%,0.149,0.268,0.23,0.304,0.379,0.3,93,0,-0.6,-0.7,0.1,,,,,,,,,,,,,,,
Batter,Tyler Locklear,ARI,36,144,4,16,16,3,8.60%,27.40%,0.154,0.311,0.24,0.317,0.393,0.311,98,0,-0.4,-3.3,0.1,,,,,,,,,,,,,,,
Batter,Jack Suwinski,LAD,11,43,2,5,5,1,11.00%,31.90%,0.193,0.268,0.208,0.303,0.401,0.307,96,0,-0.2,-0.2,0.1,,,,,,,,,,,,,,,
Batter,Brandon Lockridge,MIL,33,133,2,14,12,6,8.30%,26.50%,0.098,0.318,0.236,0.305,0.334,0.284,81,0.4,-2.6,-0.8,0.1,,,,,,,,,,,,,,,
Batter,Brock Wilken,MIL,13,54,2,6,6,0,11.90%,31.60%,0.157,0.263,0.196,0.298,0.353,0.29,85,-0.1,-1,0.2,0.1,,,,,,,,,,,,,,,
Batter,César Salazar,HOU,11,43,1,4,4,0,9.10%,22.00%,0.113,0.249,0.204,0.295,0.317,0.276,75,-0.1,-1.3,0.6,0.1,,,,,,,,,,,,,,,
Batter,Gabriel Gonzalez,MIN,12,48,1,5,5,0,6.70%,18.50%,0.137,0.304,0.261,0.319,0.399,0.314,100,0,-0.1,-0.6,0.1,,,,,,,,,,,,,,,
Batter,Eric Wagaman,MIN,29,119,3,13,13,1,6.50%,20.40%,0.148,0.298,0.253,0.305,0.401,0.307,95,-0.2,-0.9,-2.2,0.1,,,,,,,,,,,,,,,
Batter,Miles Mastrobuoni,SEA,10,39,0,4,3,1,10.00%,20.20%,0.092,0.297,0.241,0.319,0.333,0.292,92,0,-0.3,0,0.1,,,,,,,,,,,,,,,
Batter,Christian Koss,SFG,21,83,1,8,8,2,4.90%,23.00%,0.117,0.302,0.243,0.289,0.36,0.284,82,0,-1.7,-0.1,0.1,,,,,,,,,,,,,,,
Batter,Ben Rortvedt,NYM,12,48,1,5,4,0,9.50%,26.40%,0.107,0.267,0.205,0.289,0.312,0.271,75,-0.1,-1.5,0.8,0.1,,,,,,,,,,,,,,,
Batter,David Fry,CLE,44,184,6,20,21,2,8.40%,26.80%,0.162,0.279,0.224,0.3,0.386,0.299,92,-0.3,-2.1,-3.2,0.1,,,,,,,,,,,,,,,
Batter,Samad Taylor,SDP,11,46,1,5,4,2,8.90%,25.10%,0.113,0.3,0.233,0.306,0.345,0.289,87,0.1,-0.6,0,0.1,,,,,,,,,,,,,,,
Batter,Austin Slater,MIA,27,113,3,12,11,1,10.00%,29.00%,0.129,0.316,0.232,0.315,0.361,0.3,90,-0.1,-1.4,-1.4,0.1,,,,,,,,,,,,,,,
Batter,Rafael Flores Jr.,PIT,13,50,1,5,5,0,8.10%,27.70%,0.137,0.307,0.235,0.302,0.372,0.296,86,-0.1,-0.9,0.1,0.1,,,,,,,,,,,,,,,
Batter,Josh Rojas,KCR,14,57,1,6,5,1,9.00%,21.40%,0.114,0.299,0.243,0.314,0.357,0.297,86,-0.1,-1,0,0.1,,,,,,,,,,,,,,,
Batter,Mickey Gasper,BOS,6,25,1,3,3,0,10.50%,19.40%,0.137,0.282,0.24,0.331,0.378,0.314,97,0,-0.1,0.4,0.1,,,,,,,,,,,,,,,
Batter,Tom Murphy,,14,56,2,6,6,1,8.00%,27.80%,0.152,0.281,0.221,0.289,0.373,0.29,84,-0.1,-1.1,0.7,0.1,,,,,,,,,,,,,,,
Batter,Tyler Fitzgerald,SFG,14,56,1,6,6,2,6.30%,29.20%,0.142,0.298,0.226,0.282,0.368,0.284,83,0.1,-1,0,0.1,,,,,,,,,,,,,,,
Batter,Jhonkensy Noel,BAL,15,61,3,7,8,0,5.90%,27.10%,0.208,0.271,0.232,0.286,0.44,0.312,101,-0.1,0,-1.2,0.1,,,,,,,,,,,,,,,
Batter,Maximo Acosta,MIA,17,68,1,7,7,3,7.20%,24.90%,0.125,0.286,0.227,0.289,0.353,0.283,78,0.1,-1.7,0.3,0.1,,,,,,,,,,,,,,,
Batter,LaMonte Wade Jr.,,21,90,2,10,9,1,12.90%,22.70%,0.144,0.279,0.23,0.336,0.374,0.315,101,-0.4,-0.3,-2,0.1,,,,,,,,,,,,,,,
Batter,Will Brennan,SFG,30,125,2,13,12,2,5.30%,14.50%,0.114,0.295,0.263,0.308,0.377,0.299,93,-0.1,-1.2,-2.1,0.1,,,,,,,,,,,,,,,
Batter,Andrew McCutchen,TEX,42,187,5,22,19,1,11.30%,24.40%,0.145,0.286,0.231,0.324,0.376,0.308,98,-0.8,-1.2,-4.5,0.1,,,,,,,,,,,,,,,
Batter,Dylan Moore,PHI,24,99,3,11,10,5,10.10%,29.00%,0.153,0.271,0.207,0.299,0.361,0.292,84,0.3,-1.6,-0.9,0.1,,,,,,,,,,,,,,,
Batter,Abimelec Ortiz,WSN,41,167,6,19,19,1,8.30%,24.70%,0.171,0.274,0.23,0.3,0.401,0.305,95,-0.2,-1.3,-3.5,0.1,,,,,,,,,,,,,,,
Batter,Jose Miranda,SDP,15,61,2,6,7,0,5.70%,19.10%,0.14,0.276,0.242,0.291,0.382,0.293,90,0,-0.7,-0.5,0.1,,,,,,,,,,,,,,,
Batter,Jose Siri,LAA,17,68,3,7,8,2,6.60%,36.30%,0.169,0.285,0.203,0.263,0.372,0.277,74,0.1,-1.9,0.4,0.1,,,,,,,,,,,,,,,
Batter,Weston Wilson,BAL,9,35,1,4,4,1,9.50%,27.60%,0.154,0.28,0.221,0.299,0.375,0.296,90,0,-0.4,0,0.1,,,,,,,,,,,,,,,
Batter,Michael Stefanic,ATH,6,23,0,3,2,0,10.30%,13.90%,0.086,0.303,0.265,0.353,0.351,0.316,100,0,0,0,0.1,,,,,,,,,,,,,,,
Batter,Denzer Guzman,LAA,11,44,1,4,4,1,7.50%,29.80%,0.123,0.289,0.213,0.277,0.336,0.271,70,0,-1.6,0.8,0.1,,,,,,,,,,,,,,,
Batter,César Prieto,STL,11,47,1,5,4,1,4.60%,15.40%,0.107,0.287,0.253,0.295,0.361,0.287,84,-0.1,-0.9,0.1,0.1,,,,,,,,,,,,,,,
Batter,Heston Kjerstad,BAL,18,73,2,8,8,0,6.80%,26.30%,0.16,0.29,0.233,0.297,0.393,0.3,93,-0.1,-0.7,-1.1,0.1,,,,,,,,,,,,,,,
Batter,Michael Helman,TEX,15,58,2,6,6,1,6.40%,23.10%,0.142,0.265,0.221,0.279,0.364,0.281,80,0,-1.4,0.1,0.1,,,,,,,,,,,,,,,
Batter,Nick Madrigal,LAA,12,48,0,5,4,1,5.50%,12.30%,0.09,0.295,0.264,0.317,0.354,0.297,88,-0.1,-0.8,-0.2,0.1,,,,,,,,,,,,,,,
Batter,Jeferson Quero,MIL,5,20,1,2,2,0,7.70%,19.70%,0.14,0.263,0.23,0.296,0.37,0.293,87,0,-0.3,0.4,0.1,,,,,,,,,,,,,,,
Batter,Trey Sweeney,DET,11,44,1,4,4,1,8.30%,27.00%,0.127,0.285,0.22,0.289,0.347,0.281,78,0,-1.2,0.4,0.1,,,,,,,,,,,,,,,
Batter,Vidal Bruján,NYM,16,62,1,6,6,2,8.40%,21.00%,0.113,0.278,0.229,0.301,0.342,0.284,84,0,-1.2,-0.2,0.1,,,,,,,,,,,,,,,
Batter,Adrian Del Castillo,ARI,33,134,4,15,15,1,8.70%,27.80%,0.161,0.305,0.236,0.306,0.396,0.306,94,-0.2,-1.1,-2.6,0.1,,,,,,,,,,,,,,,
Batter,Kyren Paris,LAA,11,42,1,4,4,2,9.40%,32.80%,0.146,0.286,0.205,0.288,0.351,0.283,78,0.1,-1,0.2,0.1,,,,,,,,,,,,,,,
Batter,Trei Cruz,DET,10,41,1,4,3,1,11.80%,26.40%,0.111,0.282,0.211,0.308,0.322,0.283,79,0,-1,0.3,0.1,,,,,,,,,,,,,,,
Batter,Luis Vázquez,BAL,9,38,1,4,4,1,6.30%,24.50%,0.125,0.288,0.231,0.289,0.356,0.284,81,0,-0.9,0.2,0.1,,,,,,,,,,,,,,,
Batter,Matt Thaiss,BOS,8,30,1,3,3,0,12.40%,25.90%,0.119,0.294,0.222,0.326,0.341,0.301,87,-0.1,-0.5,0.4,0.1,,,,,,,,,,,,,,,
Batter,Elias Díaz,KCR,9,35,1,4,4,0,6.70%,23.80%,0.136,0.279,0.229,0.286,0.366,0.285,78,-0.1,-1,0.7,0.1,,,,,,,,,,,,,,,
Batter,Bryce Eldridge,SFG,60,248,9,28,30,1,8.50%,29.90%,0.178,0.298,0.231,0.301,0.408,0.306,98,-0.3,-1,-6.5,0.1,,,,,,,,,,,,,,,
Batter,Griffin Conine,MIA,74,303,11,31,34,2,9.30%,32.50%,0.169,0.302,0.222,0.3,0.391,0.303,92,-0.6,-3.6,-5.8,0.1,,,,,,,,,,,,,,,
Batter,Brett Wisely,ATL,16,64,1,7,6,1,8.10%,23.70%,0.119,0.288,0.229,0.297,0.348,0.285,80,-0.1,-1.6,0.1,0.1,,,,,,,,,,,,,,,
Batter,Cameron Cauley,TEX,9,38,1,4,4,1,6.60%,27.50%,0.131,0.284,0.218,0.273,0.348,0.272,74,0,-1.1,0.5,0.1,,,,,,,,,,,,,,,
Batter,Bryan Ramos,BAL,12,50,1,5,5,1,7.00%,24.10%,0.142,0.257,0.214,0.278,0.357,0.279,78,0,-1.3,0.2,0.1,,,,,,,,,,,,,,,
Batter,Eduardo Valencia,DET,4,17,0,2,2,0,7.20%,23.30%,0.147,0.278,0.232,0.293,0.38,0.293,86,0,-0.3,0.3,0.1,,,,,,,,,,,,,,,
Batter,Austin Barnes,,14,53,1,5,5,1,8.30%,24.00%,0.099,0.274,0.216,0.286,0.315,0.269,70,-0.1,-2,0.5,0.1,,,,,,,,,,,,,,,
Batter,Rodolfo Durán,SDP,5,21,1,2,2,0,5.50%,23.40%,0.143,0.267,0.224,0.271,0.367,0.278,80,0,-0.5,0.4,0.1,,,,,,,,,,,,,,,
Batter,Hao-Yu Lee,DET,8,31,1,3,3,1,8.10%,23.00%,0.131,0.279,0.227,0.298,0.358,0.289,84,0,-0.6,0.1,0.1,,,,,,,,,,,,,,,
Batter,Alex Verdugo,SDP,11,47,1,5,5,0,7.70%,16.30%,0.126,0.283,0.251,0.313,0.378,0.303,97,-0.1,-0.2,-0.7,0.1,,,,,,,,,,,,,,,
Batter,Jhonny Pereda,SEA,5,19,0,2,2,0,10.10%,26.30%,0.099,0.308,0.23,0.313,0.329,0.288,90,0,-0.3,0.3,0.1,,,,,,,,,,,,,,,
Batter,Joshua Báez,STL,9,36,1,4,4,2,8.10%,26.80%,0.148,0.296,0.233,0.303,0.381,0.301,94,0.1,-0.2,-0.4,0.1,,,,,,,,,,,,,,,
Batter,Taylor Trammell,HOU,12,49,2,6,5,1,11.00%,31.10%,0.164,0.278,0.208,0.301,0.372,0.297,90,0,-0.6,-0.5,0.1,,,,,,,,,,,,,,,
Batter,Cooper Ingle,CLE,3,11,0,1,1,0,12.70%,20.30%,0.122,0.28,0.231,0.334,0.354,0.308,98,0,0,0.2,0.1,,,,,,,,,,,,,,,
Batter,Myles Straw,TOR,40,159,1,15,13,5,7.80%,20.30%,0.079,0.286,0.231,0.294,0.31,0.27,71,0.5,-4.9,0,0.1,,,,,,,,,,,,,,,
Batter,Josh Kasevich,TOR,11,43,0,4,4,0,6.90%,16.00%,0.079,0.275,0.236,0.293,0.315,0.271,72,0,-1.5,0.5,0.1,,,,,,,,,,,,,,,
Batter,Jared Young,NYM,6,25,1,3,3,0,9.50%,24.80%,0.169,0.282,0.232,0.315,0.401,0.314,104,0,0.1,-0.4,0.1,,,,,,,,,,,,,,,
Batter,Paul DeJong,NYY,15,60,2,6,7,1,5.90%,31.60%,0.16,0.265,0.206,0.261,0.365,0.273,74,-0.1,-2,0.4,0.1,,,,,,,,,,,,,,,
Batter,Shane McGuire,ATH,7,28,0,3,2,0,10.90%,25.10%,0.089,0.275,0.209,0.302,0.298,0.273,70,0,-1,0.6,0.1,,,,,,,,,,,,,,,
Batter,Bryce Johnson,SDP,31,125,2,12,11,4,8.20%,27.20%,0.098,0.313,0.231,0.303,0.329,0.282,83,0.1,-2.5,-1.2,0.1,,,,,,,,,,,,,,,
Batter,Drew Waters,KCR,12,49,1,5,5,1,7.60%,28.60%,0.136,0.315,0.234,0.298,0.37,0.294,84,0,-0.9,-0.3,0.1,,,,,,,,,,,,,,,
Batter,Grant McCray,SFG,24,97,2,10,9,3,7.60%,30.60%,0.132,0.296,0.215,0.279,0.347,0.275,77,0.1,-2.6,-0.2,0.1,,,,,,,,,,,,,,,
Batter,Nolan Jones,CLE,8,32,1,3,3,1,11.00%,30.00%,0.147,0.314,0.229,0.32,0.376,0.306,97,0,-0.1,-0.5,0,,,,,,,,,,,,,,,
Batter,Liover Peguero,PHI,8,33,1,4,3,1,6.40%,24.30%,0.132,0.279,0.227,0.28,0.358,0.28,76,0,-0.9,0.3,0,,,,,,,,,,,,,,,
Batter,Eric Haase,,9,35,1,3,3,0,6.70%,32.10%,0.132,0.288,0.211,0.269,0.343,0.269,72,0,-1.2,0.7,0,,,,,,,,,,,,,,,
Batter,Anthony Seigler,BOS,5,20,0,2,2,1,12.50%,22.60%,0.129,0.276,0.221,0.324,0.35,0.302,88,0,-0.3,0,0,,,,,,,,,,,,,,,
Batter,A.J. Vukovich,ARI,12,48,1,5,6,0,6.90%,29.10%,0.157,0.316,0.241,0.297,0.399,0.302,91,0,-0.5,-0.6,0,,,,,,,,,,,,,,,
Batter,John Rave,KCR,26,103,3,11,11,3,9.20%,25.80%,0.143,0.288,0.228,0.302,0.37,0.296,85,0,-1.8,-1.3,0,,,,,,,,,,,,,,,
Batter,Kahlil Watson,CLE,8,31,1,3,3,1,8.00%,30.90%,0.149,0.281,0.21,0.28,0.358,0.281,79,0,-0.7,0.1,0,,,,,,,,,,,,,,,
Batter,Ronny Simon,PIT,5,21,0,2,2,1,8.10%,20.50%,0.119,0.295,0.244,0.31,0.363,0.297,87,0,-0.3,0.1,0,,,,,,,,,,,,,,,
Batter,Christian Franklin,WSN,16,66,1,7,6,2,10.90%,25.50%,0.116,0.295,0.225,0.318,0.341,0.296,88,0,-0.9,-0.8,0,,,,,,,,,,,,,,,
Batter,Willie MacIver,TEX,5,21,1,2,2,0,7.50%,26.90%,0.132,0.292,0.225,0.293,0.357,0.287,84,0,-0.4,0.4,0,,,,,,,,,,,,,,,
Batter,Jonatan Clase,TOR,12,45,1,5,4,2,8.30%,26.80%,0.129,0.291,0.224,0.293,0.353,0.285,82,0.1,-0.8,-0.3,0,,,,,,,,,,,,,,,
Batter,Spencer Jones,NYY,14,55,2,6,7,2,7.60%,37.20%,0.178,0.312,0.216,0.28,0.394,0.292,87,0,-0.8,-0.7,0,,,,,,,,,,,,,,,
Batter,Gustavo Campero,LAA,8,31,1,3,3,1,7.30%,20.70%,0.144,0.284,0.241,0.311,0.385,0.306,94,0,-0.2,-0.5,0,,,,,,,,,,,,,,,
Batter,Heriberto Hernández,MIA,62,257,9,28,29,2,10.10%,30.20%,0.168,0.294,0.222,0.307,0.391,0.306,94,-0.4,-2.3,-5.8,0,,,,,,,,,,,,,,,
Batter,Nacho Alvarez Jr.,ATL,9,33,0,3,3,0,8.60%,21.50%,0.1,0.299,0.24,0.317,0.34,0.294,86,0,-0.6,-0.1,0,,,,,,,,,,,,,,,
Batter,Chas McCormick,CHC,14,54,2,6,6,2,8.40%,26.50%,0.136,0.29,0.229,0.303,0.366,0.295,90,-0.1,-0.8,-0.6,0,,,,,,,,,,,,,,,
Batter,Stuart Fairchild,CLE,14,56,1,6,6,2,7.90%,26.70%,0.138,0.29,0.225,0.296,0.363,0.291,86,0,-0.9,-0.6,0,,,,,,,,,,,,,,,
Batter,Nelson Rada,LAA,21,84,1,8,6,4,9.70%,24.20%,0.072,0.311,0.233,0.315,0.306,0.282,77,0.1,-2.1,-0.3,0,,,,,,,,,,,,,,,
Batter,Max Anderson,DET,6,25,0,2,2,0,5.20%,17.10%,0.121,0.282,0.248,0.292,0.369,0.287,82,0,-0.5,0.1,0,,,,,,,,,,,,,,,
Batter,Tristan Peters,CHW,12,48,1,5,4,1,8.80%,22.80%,0.122,0.276,0.224,0.298,0.346,0.286,81,0,-1.1,-0.1,0,,,,,,,,,,,,,,,
Batter,Shay Whitcomb,HOU,10,39,1,4,4,1,7.00%,28.50%,0.159,0.273,0.217,0.279,0.377,0.286,82,0,-0.8,-0.1,0,,,,,,,,,,,,,,,
Batter,Brandon Valenzuela,TOR,8,32,1,3,3,0,8.30%,26.70%,0.114,0.259,0.201,0.272,0.315,0.261,65,0,-1.3,0.7,0,,,,,,,,,,,,,,,
Batter,James Triantos,CHC,9,35,0,4,3,1,5.50%,16.20%,0.095,0.278,0.242,0.289,0.336,0.276,76,0.1,-0.9,0.1,0,,,,,,,,,,,,,,,
Batter,Drew Romo,CHW,4,17,0,2,2,0,5.30%,24.20%,0.13,0.275,0.225,0.272,0.355,0.274,73,0,-0.6,0.3,0,,,,,,,,,,,,,,,
Batter,Jonathon Long,CHC,6,26,1,3,3,0,9.90%,23.10%,0.142,0.299,0.245,0.327,0.387,0.315,103,0,0.1,-0.5,0,,,,,,,,,,,,,,,
Batter,Jorge Barrosa,ARI,20,81,1,8,8,1,8.70%,23.20%,0.113,0.292,0.231,0.302,0.344,0.286,81,-0.1,-1.9,-0.4,0,,,,,,,,,,,,,,,
Batter,RJ Schreck,TOR,6,26,1,3,3,0,11.40%,24.90%,0.15,0.269,0.217,0.318,0.367,0.304,95,0,-0.2,-0.3,0,,,,,,,,,,,,,,,
Batter,Jordan Diaz,ATH,4,15,0,2,2,0,5.80%,21.00%,0.151,0.288,0.248,0.297,0.399,0.302,90,0,-0.2,0,0,,,,,,,,,,,,,,,
Batter,Kevin Alcántara,CHC,12,47,1,5,5,1,7.50%,30.20%,0.135,0.308,0.228,0.289,0.363,0.287,84,0,-0.9,-0.3,0,,,,,,,,,,,,,,,
Batter,Victor Mesa Jr.,TBR,6,22,1,2,2,0,7.20%,21.20%,0.144,0.28,0.238,0.297,0.382,0.297,88,0,-0.3,-0.1,0,,,,,,,,,,,,,,,
Batter,Jose Herrera,TEX,8,30,0,3,3,0,9.80%,23.60%,0.097,0.274,0.216,0.297,0.313,0.275,75,-0.1,-1,0.5,0,,,,,,,,,,,,,,,
Batter,Edwin Arroyo,CIN,9,38,1,4,3,1,6.20%,19.90%,0.104,0.3,0.247,0.3,0.351,0.287,77,0,-1,0.2,0,,,,,,,,,,,,,,,
Batter,Brendan Rodgers,,8,31,1,3,3,0,7.00%,26.30%,0.129,0.308,0.238,0.298,0.367,0.291,81,0,-0.7,0,0,,,,,,,,,,,,,,,
Batter,Rhylan Thomas,SEA,6,25,0,3,2,1,6.50%,10.40%,0.089,0.284,0.264,0.316,0.353,0.295,95,0,-0.2,-0.4,0,,,,,,,,,,,,,,,
Batter,Tyler Nevin,,6,24,1,3,3,0,8.10%,18.60%,0.148,0.278,0.246,0.316,0.394,0.309,97,0,-0.1,-0.3,0,,,,,,,,,,,,,,,
Batter,Hayden Senger,NYM,4,17,0,2,2,0,5.90%,29.70%,0.103,0.281,0.206,0.262,0.308,0.253,62,0,-0.8,0.4,0,,,,,,,,,,,,,,,
Batter,Tomás Nido,DET,8,32,1,3,3,0,4.50%,25.10%,0.104,0.281,0.222,0.263,0.326,0.258,62,-0.1,-1.5,0.6,0,,,,,,,,,,,,,,,
Batter,Kevin Newman,KCR,9,35,0,3,3,1,5.30%,17.10%,0.097,0.293,0.25,0.294,0.347,0.282,75,0,-1,0.1,0,,,,,,,,,,,,,,,
Batter,Kyle Farmer,ATL,15,60,1,6,6,1,6.20%,23.80%,0.125,0.28,0.227,0.285,0.352,0.28,77,-0.1,-1.7,0.1,0,,,,,,,,,,,,,,,
Batter,Ali Sánchez,NYY,3,13,0,1,1,0,7.00%,25.30%,0.109,0.282,0.221,0.279,0.33,0.27,72,0,-0.5,0.3,0,,,,,,,,,,,,,,,
Batter,Nick Sogard,BOS,10,41,0,4,4,1,10.50%,22.30%,0.097,0.307,0.241,0.325,0.338,0.297,85,-0.1,-0.8,-0.3,0,,,,,,,,,,,,,,,
Batter,Tyler Black,MIL,12,47,1,5,5,2,11.80%,26.10%,0.134,0.285,0.219,0.321,0.353,0.301,93,0,-0.4,-0.9,0,,,,,,,,,,,,,,,
Batter,Seby Zavala,LAD,7,28,1,3,3,0,8.30%,37.70%,0.133,0.267,0.179,0.254,0.312,0.252,59,-0.1,-1.4,0.4,0,,,,,,,,,,,,,,,
Batter,Mark Canha,TEX,17,72,2,8,7,1,8.80%,21.50%,0.121,0.289,0.237,0.319,0.358,0.301,93,-0.2,-0.8,-1.4,0,,,,,,,,,,,,,,,
Batter,Luke Maile,KCR,3,12,0,1,1,0,9.20%,28.20%,0.118,0.299,0.221,0.302,0.34,0.286,79,0,-0.3,0.3,0,,,,,,,,,,,,,,,
Batter,Maverick Handley,BAL,4,17,0,2,1,0,9.50%,27.70%,0.096,0.269,0.199,0.286,0.295,0.264,68,0,-0.7,0.3,0,,,,,,,,,,,,,,,
Batter,Akil Baddoo,MIL,15,59,2,6,6,2,10.70%,29.70%,0.147,0.287,0.214,0.3,0.361,0.292,86,0.1,-0.8,-0.8,0,,,,,,,,,,,,,,,
Batter,Logan Driscoll,TBR,3,12,0,1,1,0,6.80%,26.20%,0.12,0.282,0.218,0.279,0.338,0.272,71,0,-0.4,0.3,0,,,,,,,,,,,,,,,
Batter,Jesús Bastidas,MIA,6,22,0,2,2,0,6.90%,26.90%,0.127,0.276,0.214,0.283,0.34,0.275,73,0,-0.7,0.3,0,,,,,,,,,,,,,,,
Batter,Buddy Kennedy,SFG,3,11,0,1,1,0,9.90%,20.40%,0.113,0.288,0.236,0.322,0.349,0.3,93,0,-0.1,0,0,,,,,,,,,,,,,,,
